,Rank,Country,Country Code,Year,Score,GDP,Family,HealthyLife,Freedom,Generosity,Corruption,CleanCooking,ElectricAccess,CO2,InternetAccess,MilitaryGDP,MobileSubs,InfantMortality
236,99,Greece,GRC,2016,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,100.0,100.0,6.203617289,69.08791547,2.575917794,118.122548,3.9
237,87,Greece,GRC,2017,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,100.0,100.0,6.211250006,69.89297065,2.559893896,122.4009386,3.8
238,79,Greece,GRC,2018,5.358,1.154,1.202,0.879,0.131,0.0,0.044,100.0,100.0,6.08317505,72.23837339,2.713889458,115.6669118,3.7
239,82,Greece,GRC,2019,5.287,1.181,1.156,0.999,0.067,0.0,0.034,100.0,100.0,,75.67120669,2.664580485,113.4494873,3.7
240,43,Guatemala,GTM,2015,6.123,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,43.200001,90.49639893,1.049628073,28.80594156,0.432011238,111.4995795,23.7
241,39,Guatemala,GTM,2016,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,44.5,91.79523468,1.103130021,34.50932609,0.464536552,110.1395181,22.9
242,29,Guatemala,GTM,2017,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,45.900002,93.3,1.026267857,40.70304908,0.402560936,118.1585424,22.2
243,30,Guatemala,GTM,2018,6.382,0.781,1.268,0.608,0.604,0.179,0.071,47.5,94.41300964,1.113969273,,0.390612897,118.6670871,21.4
244,27,Guatemala,GTM,2019,6.436,0.8,1.269,0.746,0.535,0.175,0.078,48.799999,95.72457123,,44.40104984,0.465831692,118.7279996,20.7
245,150,Guinea,GIN,2015,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139,1.0,33.9978981,0.222181479,8.2,2.517735345,94.15602819,68.4
246,151,Guinea,GIN,2016,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,1.1,33.5,0.241088377,9.8,1.88205381,94.64639604,67.1
247,149,Guinea,GIN,2017,3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.3,35.4,0.246115273,11.40002077,1.768122506,96.95447755,66.0
248,140,Guinea,GIN,2018,3.964,0.344,0.792,0.211,0.394,0.185,0.094,1.4,44.0,0.251323233,21.83002304,1.636814205,96.76749212,64.7
249,118,Guinea,GIN,2019,4.534,0.38,0.829,0.375,0.332,0.207,0.086,1.6,42.41838837,,23.0,1.445135682,100.7967429,63.4
250,119,Haiti,HTI,2015,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,4.0,40.75870895,0.31040976,12.1977,0.000887538,68.25273558,52.8
251,136,Haiti,HTI,2016,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,4.0,40.4,0.313653831,12.23260161,0.000846301,60.0002583,51.5
252,145,Haiti,HTI,2017,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,4.1999998,43.34903336,0.306855526,31.0,0.00088103,57.41806456,50.3
253,148,Haiti,HTI,2018,3.582,0.315,0.714,0.289,0.025,0.392,0.104,4.1999998,44.41743088,0.299374738,32.47362713,0.001500802,59.3614343,49.0
254,147,Haiti,HTI,2019,3.597,0.323,0.688,0.449,0.026,0.419,0.11,4.3000002,45.37134552,,32.5,0.001394213,60.7594177,47.8
255,105,Honduras,HND,2015,4.788,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825,44.599998,89.98171,1.083079554,27.1,1.67127565,88.31847018,16.5
256,104,Honduras,HND,2016,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,44.5,91.6,1.013936886,29.5,1.664701304,84.48900013,16.0
257,91,Honduras,HND,2017,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,44.700001,86.5,0.954500448,32.13636364,1.724405178,87.32089987,15.4
258,72,Honduras,HND,2018,5.504,0.62,1.205,0.622,0.459,0.197,0.074,44.599998,91.6,1.019032757,,1.607694472,79.15031642,14.9
259,59,Honduras,HND,2019,5.86,0.642,1.236,0.828,0.507,0.246,0.078,44.900002,92.77952576,,,1.623597965,77.56759949,14.4
260,104,Hungary,HUN,2015,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758,100.0,100.0,4.407180392,72.83473703,0.90544456,101.2544484,4.2
261,91,Hungary,HUN,2016,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,100.0,100.0,4.532290173,79.25941213,1.003106301,102.0406696,4.0
262,75,Hungary,HUN,2017,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,100.0,100.0,4.755839977,76.75054712,1.026657623,102.2119005,3.7
263,69,Hungary,HUN,2018,5.62,1.171,1.401,0.732,0.259,0.061,0.022,100.0,100.0,4.745506244,76.07436064,1.116641387,103.4451716,3.5
264,62,Hungary,HUN,2019,5.758,1.201,1.41,0.828,0.199,0.081,0.02,100.0,100.0,,80.37169361,1.254386294,106.0716003,3.4
265,2,Iceland,ISL,2015,7.561,1.30232,1.40223,0.94784,0.62877,0.4363,0.14145,100.0,100.0,6.227045327,98.2,,116.2534861,1.8
266,3,Iceland,ISL,2016,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,100.0,100.0,6.171017681,98.2400163,,120.8927593,1.8
267,3,Iceland,ISL,2017,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,100.0,100.0,6.319161328,98.25520119,,119.9878586,1.7
268,4,Iceland,ISL,2018,7.495,1.343,1.644,0.914,0.677,0.353,0.138,100.0,100.0,6.237224322,99.01095399,,122.1696222,1.6
269,4,Iceland,ISL,2019,7.494,1.38,1.624,1.026,0.591,0.354,0.118,100.0,100.0,,99.0,,121.9493203,1.6
270,117,India,IND,2015,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492,48.5,88.0,1.641198393,14.9,2.457450601,76.40759943,34.9
271,118,India,IND,2016,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,51.900002,89.53488159,1.648359053,16.5,2.543151188,85.14868348,33.1
272,122,India,IND,2017,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,55.700001,92.45683289,1.7191902,18.2,2.531462588,87.31773719,31.4
273,133,India,IND,2018,4.19,0.721,0.747,0.485,0.539,0.172,0.093,59.900002,95.19329834,1.799825446,20.08130004,2.433922067,86.94256319,29.8
274,140,India,IND,2019,4.015,0.755,0.765,0.588,0.498,0.2,0.085,64.199997,97.81528473,,41.0,2.519120764,84.27000876,28.3
275,74,Indonesia,IDN,2015,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0.0,67.5,97.53736744,1.899658692,22.0627426,0.882266734,131.1804585,23.2
276,79,Indonesia,IDN,2016,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,71.699997,97.62,1.89244089,25.4473537,0.792220213,147.4150225,22.4
277,81,Indonesia,IDN,2017,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,75.5,98.14,2.01367107,32.33580625,0.865191376,164.44059,21.6
278,96,Indonesia,IDN,2018,5.093,0.899,1.215,0.522,0.538,0.484,0.018,79.099998,98.51,2.178461553,39.90463864,0.725001628,119.3387219,20.8
279,92,Indonesia,IDN,2019,5.192,0.931,1.203,0.66,0.491,0.498,0.028,82.400002,98.85,,47.69064898,0.804335324,126.1069128,20.2
280,112,Iraq,IRQ,2015,4.677,0.98549,0.81889,0.60237,0.0,0.17922,0.13788,98.099998,99.35511017,4.559450509,16.8,5.410251036,94.34036257,24.8
281,112,Iraq,IRQ,2016,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,98.400002,99.65268707,4.70764886,36.7,3.503377806,91.35870695,24.1
282,117,Iraq,IRQ,2017,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,98.599998,99.83660889,4.641199885,49.35999889,3.862032019,88.98326332,23.4
283,117,Iraq,IRQ,2018,4.456,1.01,0.971,0.536,0.304,0.148,0.095,98.800003,99.9,4.895195361,,2.851599465,95.04015497,22.7
284,126,Iraq,IRQ,2019,4.437,1.043,0.98,0.574,0.241,0.148,0.089,99.0,100.0,,,3.38219585,94.69591577,22.0
285,18,Ireland,IRL,2015,6.94,1.33596,1.36948,0.89533,0.61777,0.45901,0.28703,100.0,100.0,7.866937107,83.49479167,0.34201587,105.3646002,3.2
286,19,Ireland,IRL,2016,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,100.0,100.0,8.140330807,83.5,0.334441788,103.8191107,3.1
287,15,Ireland,IRL,2017,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,100.0,100.0,7.806734135,84.11400706,0.304141143,103.0630014,3.0
288,14,Ireland,IRL,2018,6.977,1.448,1.583,0.876,0.614,0.307,0.306,100.0,100.0,7.624325193,87.00014011,0.286862382,103.1710486,2.8
289,16,Ireland,IRL,2019,7.021,1.499,1.553,0.999,0.516,0.298,0.31,100.0,100.0,,87.00005524,0.279145286,105.6900007,2.7
290,11,Israel,ISR,2015,7.278,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785,100.0,100.0,7.892507249,77.35208966,5.509027525,132.4812089,3.2
291,11,Israel,ISR,2016,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,100.0,100.0,7.636321086,79.65312418,5.485117167,130.3492361,3.1
292,11,Israel,ISR,2017,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,100.0,100.0,7.579217977,81.58118359,5.52874121,127.8529153,3.0
293,19,Israel,ISR,2018,6.814,1.301,1.559,0.883,0.533,0.354,0.272,100.0,100.0,6.976403837,83.73315696,5.33188467,127.6618693,3.0
294,13,Israel,ISR,2019,7.139,1.276,1.455,1.029,0.371,0.261,0.082,100.0,100.0,,86.78787762,5.19293283,137.3339858,3.0
295,50,Italy,ITA,2015,5.948,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901,100.0,100.0,5.56325971,58.14173496,1.208228326,144.756385,3.0
296,50,Italy,ITA,2016,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,100.0,100.0,5.498165205,61.32425277,1.334835252,141.6939815,2.9
297,48,Italy,ITA,2017,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,100.0,100.0,5.437857549,63.077347,1.357370559,138.2337679,2.8
298,47,Italy,ITA,2018,6.0,1.264,1.501,0.946,0.281,0.137,0.028,100.0,100.0,5.376374339,74.38718292,1.359542751,137.466947,2.7
299,36,Italy,ITA,2019,6.223,1.294,1.488,1.039,0.231,0.158,0.03,100.0,100.0,,76.1,1.316566978,131.2645046,2.6
300,65,Jamaica,JAM,2015,5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299,85.400002,94.9,2.521597884,42.22122119,0.872496467,108.5157458,13.4
301,73,Jamaica,JAM,2016,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,85.199997,96.7452774,2.666674007,44.36685637,0.954824792,112.4252814,13.0
302,76,Jamaica,JAM,2017,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,84.599998,97.62187195,2.461613887,55.07206705,0.972264314,105.8330321,12.6
303,56,Jamaica,JAM,2018,5.89,0.819,1.493,0.693,0.575,0.096,0.031,83.900002,98.50248718,2.899634155,68.21451709,1.349094107,101.0265271,12.2
304,56,Jamaica,JAM,2019,5.89,0.831,1.478,0.831,0.49,0.107,0.028,83.199997,99.3837738,,,1.68726606,102.5640043,11.8
305,46,Japan,JPN,2015,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,100.0,100.0,9.292832367,91.05802839,0.95925133,125.4518632,2.0
306,53,Japan,JPN,2016,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,100.0,100.0,9.22394197,93.18272128,0.944838286,130.5952482,2.0
307,51,Japan,JPN,2017,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,100.0,100.0,9.085639143,91.72654724,0.931980259,135.5186644,1.9
308,54,Japan,JPN,2018,5.915,1.294,1.462,0.988,0.553,0.079,0.15,100.0,100.0,8.74225771,91.28,0.940993692,141.4069924,1.9
309,58,Japan,JPN,2019,5.886,1.327,1.419,1.088,0.445,0.069,0.14,100.0,100.0,,92.73039781,0.937281087,147.0232275,1.8
310,82,Jordan,JOR,2015,5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293,99.900002,99.96422577,2.73671831,60.11438269,4.259212039,148.9004082,15.0
311,80,Jordan,JOR,2016,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,99.900002,99.99480438,2.601973606,62.30219257,4.514193317,102.7648325,14.6
312,74,Jordan,JOR,2017,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,99.900002,100.0,2.667119021,66.79031443,4.764903297,99.15637314,14.1
313,90,Jordan,JOR,2018,5.161,0.822,1.265,0.645,0.468,0.13,0.134,99.900002,99.9,2.478595273,,4.635771938,87.62148885,13.7
314,101,Jordan,JOR,2019,4.906,0.837,1.225,0.815,0.383,0.11,0.13,99.900002,100.0,,,4.642062722,77.00460933,13.3
315,54,Kazakhstan,KAZ,2015,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454,96.300003,100.0,11.77918743,70.8299336,1.109721439,149.7227182,10.6
316,54,Kazakhstan,KAZ,2016,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,96.599998,100.0,12.5333995,74.58772647,0.933551765,143.2053265,9.8
317,60,Kazakhstan,KAZ,2017,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,96.900002,100.0,12.50486756,76.42674823,0.831895002,147.6397785,9.4
318,60,Kazakhstan,KAZ,2018,5.79,1.143,1.516,0.631,0.454,0.148,0.121,97.300003,100.0,12.06196914,78.90391906,0.876907255,142.2824428,9.2
319,60,Kazakhstan,KAZ,2019,5.809,1.173,1.508,0.729,0.41,0.146,0.096,97.599998,100.0,,81.87762047,1.062379366,138.6292278,9.0
320,125,Kenya,KEN,2015,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,11.4,41.6,0.356946384,16.58785485,1.318070261,78.77455056,35.2
321,122,Kenya,KEN,2016,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,12.8,53.1,0.3826588,16.6,1.348739783,79.47190398,34.4
322,112,Kenya,KEN,2017,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,14.1,56.09143066,0.376136379,17.82710021,1.289110978,85.25315693,33.7
323,124,Kenya,KEN,2018,4.41,0.493,1.048,0.454,0.504,0.352,0.055,15.6,61.43641663,0.358028408,19.5,1.266408803,96.32021675,32.7
324,121,Kenya,KEN,2019,4.509,0.512,0.983,0.581,0.431,0.372,0.053,17.0,69.7,,22.56511937,1.16769139,103.7690208,32.0
325,69,Kosovo,XKX,2015,5.589,0.80148,0.81198,0.63132,0.24749,0.2831,0.04741,,99.86,,,0.776151353,,
326,77,Kosovo,XKX,2016,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,,99.8,,,0.773667433,,
327,78,Kosovo,XKX,2017,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,,99.8,,83.89359681,0.795720484,,
328,66,Kosovo,XKX,2018,5.662,0.855,1.23,0.578,0.448,0.274,0.023,,100.0,,89.44303197,0.797914334,,
329,46,Kosovo,XKX,2019,6.1,0.882,1.232,0.758,0.489,0.262,0.006,,100.0,,,0.826154037,,
330,39,Kuwait,KWT,2015,6.295,1.55422,1.16594,0.72492,0.55499,0.16228,0.25609,100.0,100.0,22.9534559,78.0,5.007568172,199.832125,7.5
331,41,Kuwait,KWT,2016,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,100.0,100.0,22.71496959,78.36738376,5.893528357,193.571063,7.4
332,39,Kuwait,KWT,2017,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,100.0,100.0,22.11975932,97.99998933,5.607460681,176.0024349,7.4
333,45,Kuwait,KWT,2018,6.083,1.474,1.301,0.675,0.554,0.167,0.106,100.0,100.0,21.62272431,99.59884959,5.099953149,171.6053322,7.5
334,51,Kuwait,KWT,2019,6.021,1.5,1.319,0.808,0.493,0.142,0.097,100.0,100.0,,99.54267645,5.484195624,174.1593403,7.5
335,89,Latvia,LVA,2015,5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332,100.0,100.0,3.701592949,79.20058292,1.037829348,129.6507839,4.3
336,68,Latvia,LVA,2016,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,100.0,100.0,3.648821125,79.84209778,1.450693304,134.240928,4.0
337,54,Latvia,LVA,2017,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,100.0,100.0,3.665855236,80.114077,1.594821503,126.2941822,3.8
338,53,Latvia,LVA,2018,5.933,1.148,1.454,0.671,0.363,0.092,0.066,100.0,100.0,3.959165078,83.57717486,2.062277415,107.3489247,3.6
339,53,Latvia,LVA,2019,5.94,1.187,1.465,0.812,0.264,0.075,0.064,100.0,100.0,,86.13545644,2.028669033,108.6572233,3.5
340,103,Lebanon,LBN,2015,4.839,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582,,100.0,4.140719561,74.0,4.486884345,71.29772813,7.1
341,93,Lebanon,LBN,2016,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,,100.0,4.141917802,76.11,5.062663113,63.70068515,6.8
342,88,Lebanon,LBN,2017,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,,100.0,4.293649871,78.18077489,4.505139801,64.50864324,6.6
343,80,Lebanon,LBN,2018,5.358,0.965,1.179,0.785,0.503,0.214,0.136,,100.0,4.039707217,,4.952761494,64.49805872,6.4
344,91,Lebanon,LBN,2019,5.197,0.987,1.224,0.815,0.216,0.166,0.027,,100.0,,,4.707900587,61.81650253,6.2
345,97,Lesotho,LSO,2015,4.898,0.37545,1.04103,0.07612,0.31767,0.16388,0.12504,36.5,31.78407669,1.083044238,25.0,1.733428072,103.9397364,72.6
346,139,Lesotho,LSO,2017,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,38.0,33.7,1.166608974,39.0,1.953055612,113.8305187,73.1
347,141,Lesotho,LSO,2018,3.808,0.472,1.215,0.079,0.423,0.116,0.112,39.0,47.0,1.218975994,40.8,1.788602874,75.0424507,72.1
348,144,Lesotho,LSO,2019,3.802,0.489,1.169,0.168,0.359,0.107,0.093,39.400002,44.64067841,,42.30173357,1.622520184,79.12569144,71.4
349,116,Liberia,LBR,2015,4.571,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232,0.2,15.52771091,0.281738703,10.0,1.051498096,81.65948531,64.4
350,150,Liberia,LBR,2016,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,0.2,17.7,0.307404659,15.7,1.062638322,67.95610958,63.1
351,148,Liberia,LBR,2017,3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,0.2,24.2,0.267958311,16.3,0.94000927,56.56895266,62.0
352,149,Liberia,LBR,2018,3.495,0.076,0.858,0.267,0.419,0.206,0.03,0.2,24.81807899,0.273917114,18.9,1.190659897,,60.8
353,141,Liberia,LBR,2019,3.975,0.073,0.922,0.443,0.37,0.233,0.033,0.2,27.64920998,,22.0,1.401492875,,59.5
354,63,Libya,LBY,2015,5.754,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023,,73.4978714,8.388494488,19.01607978,,151.8635343,11.4
355,67,Libya,LBY,2016,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,,71.91355133,7.883354692,20.27215956,,117.9894772,11.0
356,68,Libya,LBY,2017,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,,70.33727264,8.632790044,21.75892062,,91.4792962,10.6
357,70,Libya,LBY,2018,5.566,0.985,1.35,0.553,0.496,0.116,0.148,,67.0,8.825249137,,,,10.2
358,72,Libya,LBY,2019,5.525,1.044,1.303,0.673,0.416,0.133,0.152,,68.53218842,,,,,9.9
359,56,Lithuania,LTU,2015,5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031,100.0,100.0,3.810789319,71.37805901,1.137748174,142.7088762,4.0
360,60,Lithuania,LTU,2016,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,100.0,100.0,3.904845879,74.37664556,1.477505872,145.513378,3.9
361,52,Lithuania,LTU,2017,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,100.0,100.0,3.966902878,77.61525651,1.712070468,153.2757272,3.6
362,50,Lithuania,LTU,2018,5.952,1.197,1.527,0.716,0.35,0.026,0.006,100.0,100.0,4.137005929,79.72258277,1.967419142,163.8703457,3.3
363,42,Lithuania,LTU,2019,6.149,1.238,1.515,0.818,0.291,0.043,0.042,100.0,100.0,,81.58186838,2.007150696,168.8207501,2.9
364,17,Luxembourg,LUX,2015,6.946,1.56391,1.21963,0.91894,0.61583,0.28034,0.37798,100.0,100.0,16.02867957,96.37671417,0.499754077,142.3577966,2.3
365,20,Luxembourg,LUX,2016,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,100.0,100.0,15.22300151,98.13669867,0.452817698,131.8915037,2.3
366,18,Luxembourg,LUX,2017,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,100.0,100.0,15.09216281,97.36296032,0.580999597,134.1420148,2.3
367,17,Luxembourg,LUX,2018,6.91,1.576,1.52,0.896,0.632,0.196,0.321,100.0,100.0,15.33020808,97.06129871,0.586416144,132.1649331,2.3
368,14,Luxembourg,LUX,2019,7.09,1.609,1.479,1.012,0.526,0.194,0.316,100.0,100.0,,97.12063569,0.637730518,135.7577766,2.3
369,147,Madagascar,MDG,2015,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124,0.89999998,20.5437088,0.136997154,4.17397219,0.604796547,44.12695456,41.3
370,148,Madagascar,MDG,2016,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,0.80000001,22.9,0.129346515,4.713662899,0.594003322,32.12876245,40.3
371,144,Madagascar,MDG,2017,3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,0.80000001,24.1,0.13687642,,0.58002235,34.14284,39.3
372,143,Madagascar,MDG,2018,3.774,0.262,0.908,0.402,0.221,0.155,0.049,0.89999998,25.51556015,0.128320761,15.0,0.605686111,40.57034123,38.2
373,143,Madagascar,MDG,2019,3.933,0.274,0.916,0.555,0.148,0.169,0.041,0.89999998,26.9071846,,,0.62397202,,37.2
374,131,Malawi,MWI,2015,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977,2.2,10.8,0.071661878,7.6,0.634771027,39.21521754,36.7
375,132,Malawi,MWI,2016,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2.2,11.0,0.079045626,8.0,0.641960496,41.72202909,34.6
376,136,Malawi,MWI,2017,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,2.0999999,12.7,0.084888716,13.78216439,0.764642848,43.98651266,32.8
377,147,Malawi,MWI,2018,3.587,0.186,0.541,0.306,0.531,0.21,0.08,2.0,18.02,0.086533726,13.9,0.847025846,39.00579484,31.4
378,150,Malawi,MWI,2019,3.41,0.191,0.56,0.495,0.443,0.218,0.089,1.9,11.2,,15.5,1.124097445,47.78113633,30.1
379,61,Malaysia,MYS,2015,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501,97.0,100.0,7.682279042,71.06406781,1.503898666,145.6973848,6.9
380,47,Malaysia,MYS,2016,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,96.900002,100.0,7.451282159,78.78830993,1.384335563,141.6489819,7.0
381,42,Malaysia,MYS,2017,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,96.699997,100.0,7.165808462,80.14047901,1.100864726,136.1163217,7.1
382,35,Malaysia,MYS,2018,6.322,1.161,1.258,0.669,0.356,0.311,0.059,96.400002,100.0,7.600220413,81.20104862,0.96066525,134.5259947,7.2
383,80,Malaysia,MYS,2019,5.339,1.221,1.171,0.828,0.508,0.26,0.024,96.099998,100.0,,84.18714501,1.033022625,139.5962795,7.3
384,138,Mali,MLI,2015,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,0.89999998,37.6,0.195541292,10.33,2.360162267,130.1634495,66.8
385,135,Mali,MLI,2016,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,0.89999998,38.86705399,0.24602782,11.11218649,2.587226876,112.5365904,65.1
386,127,Mali,MLI,2017,4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,0.89999998,34.78,0.272789703,15.6,3.026635517,119.0233265,63.4
387,118,Mali,MLI,2018,4.447,0.37,1.233,0.152,0.367,0.139,0.056,0.89999998,50.9,0.294583928,23.0,2.806944707,115.0846727,61.8
388,128,Mali,MLI,2019,4.39,0.385,1.105,0.308,0.327,0.153,0.052,0.89999998,48.02124786,,26.0,2.713526371,116.6214561,60.3
389,37,Malta,MLT,2015,6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586,100.0,100.0,3.70742361,75.96001898,0.467203717,120.8972712,5.7
390,30,Malta,MLT,2016,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,100.0,100.0,2.964713323,78.0751488,0.510420195,134.252242,5.7
391,27,Malta,MLT,2017,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,100.0,100.0,3.247870188,81.01191108,0.490383374,138.093955,5.7
392,22,Malta,MLT,2018,6.627,1.27,1.525,0.884,0.645,0.376,0.142,100.0,100.0,3.198316241,81.65804429,0.452927414,140.2039395,5.7
393,22,Malta,MLT,2019,6.726,1.3,1.52,0.999,0.564,0.375,0.151,100.0,100.0,,85.77856081,0.554908055,144.0568429,5.7
394,124,Mauritania,MRT,2015,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461,43.5,39.5,0.729060397,15.19912669,2.103123669,90.06949804,55.0
395,130,Mauritania,MRT,2016,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,43.299999,41.33416367,0.674907747,18.0,2.090786149,86.80541261,53.8
396,123,Mauritania,MRT,2017,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,43.299999,42.9,0.887315176,20.80096366,2.042273411,95.13345958,52.6
