,Rank,Country,Country Code,Year,Score,GDP,Family,HealthyLife,Freedom,Generosity,Corruption,CleanCooking,ElectricAccess,CO2,InternetAccess,MilitaryGDP,MobileSubs,InfantMortality
77,51,Bolivia,BOL,2015,5.89,0.68133,0.97841,0.5392,0.57414,0.20536,0.088,82.699997,91.522822,1.877691189,37.49,1.743839017,93.49660939,25.4
78,59,Bolivia,BOL,2016,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,83.5,91.8,1.958878597,39.6975146,1.627932972,91.60973889,24.3
79,58,Bolivia,BOL,2017,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,84.300003,91.8,1.987875656,43.83227607,1.536277694,97.94841441,23.2
80,62,Bolivia,BOL,2018,5.752,0.751,1.223,0.508,0.606,0.141,0.054,84.900002,92.8,2.000327663,44.2861422,1.536596285,100.8164084,22.3
81,61,Bolivia,BOL,2019,5.779,0.776,1.209,0.706,0.511,0.137,0.064,85.5,96.30310059,,47.47481911,1.463637574,101.5263482,21.5
82,96,Bosnia and Herzegovina,BIH,2015,4.949,0.83223,0.91916,0.79081,0.09245,0.24808,0.00227,44.400002,99.7,5.718264797,52.6,1.000613746,100.4128758,5.4
83,87,Bosnia and Herzegovina,BIH,2016,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,44.700001,100.0,6.597243038,60.25653543,0.933900815,100.5249735,5.3
84,90,Bosnia and Herzegovina,BIH,2017,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,44.900002,100.0,6.758099426,64.89202051,0.864182658,102.6423792,5.3
85,93,Bosnia and Herzegovina,BIH,2018,5.129,0.915,1.078,0.758,0.28,0.216,0.0,45.099998,100.0,6.781131607,70.12013504,0.852548557,104.1256346,5.2
86,78,Bosnia and Herzegovina,BIH,2019,5.386,0.945,1.212,0.845,0.212,0.263,0.006,46.299999,100.0,,69.94634763,0.8200662,113.7691912,5.1
87,128,Botswana,BWA,2015,4.332,0.99355,1.10464,0.04776,0.49495,0.10461,0.12474,54.599998,62.13,3.399795164,37.31205037,2.660266574,163.8751723,39.6
88,137,Botswana,BWA,2016,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,54.400002,64.29515076,3.296410755,39.36299738,3.28777595,152.2730166,39.3
89,142,Botswana,BWA,2017,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,54.0,67.4,3.569037983,41.41379464,3.005878803,146.9601556,38.2
90,146,Botswana,BWA,2018,3.59,1.017,1.174,0.417,0.557,0.042,0.092,53.900002,68.35865784,3.64230522,58.0,2.676088923,150.0055899,37.6
91,148,Botswana,BWA,2019,3.488,1.041,1.145,0.538,0.455,0.025,0.1,52.799999,70.18318176,,61.0,2.812261003,162.6411807,36.9
92,16,Brazil,BRA,2015,6.983,0.98124,1.23287,0.69702,0.49049,0.14574,0.17521,95.5,99.710902,2.347365731,58.32795173,1.365517154,126.0879559,14.2
93,17,Brazil,BRA,2016,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166,95.599998,99.7,2.143497524,60.87254007,1.347975413,118.3855945,15.0
94,22,Brazil,BRA,2017,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,95.599998,99.8,2.164421504,67.47128452,1.414485611,106.4644877,13.8
95,28,Brazil,BRA,2018,6.419,0.986,1.474,0.675,0.493,0.11,0.088,95.800003,99.7,2.041874199,70.43428254,1.494203353,99.9717023,13.6
96,32,Brazil,BRA,2019,6.3,1.004,1.439,0.802,0.39,0.099,0.086,95.900002,99.8,,73.91244005,1.407988516,95.71649455,13.3
97,134,Bulgaria,BGR,2015,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,88.42,100.0,6.225976043,56.65625161,1.248848117,127.70783,6.9
98,129,Bulgaria,BGR,2016,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,88.65,100.0,5.855926256,59.82554766,1.246707289,125.4743844,6.5
99,105,Bulgaria,BGR,2017,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,,100.0,6.223901903,63.41010138,1.226243678,120.1404474,6.1
100,100,Bulgaria,BGR,2018,4.933,1.054,1.515,0.712,0.359,0.064,0.009,,100.0,5.854773434,64.78201069,1.451568367,118.9396801,5.8
101,97,Bulgaria,BGR,2019,5.011,1.092,1.513,0.815,0.311,0.081,0.004,,100.0,,67.94698094,3.148475544,116.2063245,5.5
102,152,Burkina Faso,BFA,2015,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832,8.1000004,16.07070351,0.187735194,7.0,1.419815231,79.77028842,59.6
103,145,Burkina Faso,BFA,2016,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,8.6000004,16.6396122,0.187704296,9.0,1.375362376,82.61152567,58.2
104,134,Burkina Faso,BFA,2017,4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,9.3000002,17.21655655,0.212053871,12.0,1.556273179,93.50365342,56.7
105,121,Burkina Faso,BFA,2018,4.424,0.314,1.097,0.254,0.312,0.175,0.128,9.6999998,14.4,0.216186485,14.0,2.165041746,97.91227142,55.4
106,115,Burkina Faso,BFA,2019,4.587,0.331,1.056,0.38,0.255,0.177,0.113,10.2,18.3791523,,18.0,2.606037509,100.2122395,54.1
107,157,Burundi,BDI,2015,2.905,0.0153,0.41587,0.22396,0.1185,0.19727,0.10062,0.2,8.403089523,0.040354196,2.1,2.201862734,49.18977601,46.2
108,157,Burundi,BDI,2016,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,0.2,9.251799583,0.043859641,2.4,2.115625208,51.08522649,44.4
109,154,Burundi,BDI,2017,2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,0.2,9.3,0.052646114,2.660748535,1.870652158,54.68367609,42.7
110,156,Burundi,BDI,2018,2.905,0.091,0.627,0.145,0.065,0.149,0.076,0.2,10.59861469,0.05279463,5.0,1.882161447,56.53470747,41.3
111,145,Burundi,BDI,2019,3.775,0.046,0.447,0.38,0.22,0.176,0.18,0.2,11.0647974,,5.2,2.497152014,56.64970019,39.9
112,145,Cambodia,KHM,2015,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,19.299999,68.84770203,0.55278394,18.0,1.801622621,134.3338529,27.3
113,140,Cambodia,KHM,2016,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,21.700001,76.62667847,0.627921978,32.39845171,1.90988363,126.3169742,26.0
114,129,Cambodia,KHM,2017,4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,24.4,89.07,0.710207176,32.90027854,2.071383501,116.0128584,24.9
115,120,Cambodia,KHM,2018,4.433,0.549,1.088,0.457,0.696,0.256,0.065,27.4,91.83401489,0.686777895,65.00000218,2.224852375,119.4915172,23.8
116,109,Cambodia,KHM,2019,4.7,0.574,1.122,0.637,0.609,0.232,0.062,31.200001,93.0,,78.27288351,2.228561325,129.9161522,22.9
117,133,Cameroon,CMR,2015,4.252,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786,21.9,58.55207825,0.343800787,18.3,1.144433296,77.94823655,57.0
118,114,Cameroon,CMR,2016,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,22.0,59.76893234,0.357343635,20.6,1.187536437,78.22900593,55.2
119,107,Cameroon,CMR,2017,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,22.200001,60.99382401,0.338678511,23.20297197,1.173793483,81.96421137,53.2
120,99,Cameroon,CMR,2018,4.975,0.535,0.891,0.182,0.454,0.183,0.043,22.200001,62.2,0.341842908,29.7,1.11159531,73.19019901,51.3
121,96,Cameroon,CMR,2019,5.044,0.549,0.91,0.331,0.381,0.187,0.037,21.9,63.45231247,,33.5,1.086759173,82.70374759,49.9
122,5,Canada,CAN,2015,7.427,1.32629,1.32261,0.90563,0.63297,0.45811,0.32957,100.0,100.0,15.65138616,90.0,1.152709374,82.61933463,4.7
123,6,Canada,CAN,2016,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,100.0,100.0,15.24474718,91.16,1.164161567,84.5231216,4.6
124,7,Canada,CAN,2017,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,100.0,100.0,15.38529105,92.70137191,1.351602232,86.28149306,4.6
125,7,Canada,CAN,2018,7.328,1.33,1.532,0.896,0.653,0.321,0.291,100.0,100.0,15.49702527,94.64,1.324681094,89.57894095,4.5
126,9,Canada,CAN,2019,7.278,1.365,1.505,1.039,0.584,0.285,0.308,100.0,100.0,,96.5,1.27894142,91.86310664,4.4
127,148,Central African Republic,CAF,2015,3.678,0.0785,0.0,0.06699,0.48879,0.23835,0.08289,0.5,12.74572849,0.06899359,3.8,1.686089014,27.65294881,87.9
128,155,Central African Republic,CAF,2017,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,0.5,14.16905403,0.067449619,,1.435967607,25.57404521,83.8
129,155,Central African Republic,CAF,2018,3.083,0.024,0.0,0.01,0.305,0.218,0.038,0.5,14.6539526,0.070718706,,1.43304054,27.41449024,81.6
130,155,Central African Republic,CAF,2019,3.083,0.026,0.0,0.105,0.225,0.235,0.035,0.5,14.3,,,1.915529229,33.61921611,79.1
131,149,Chad,TCD,2015,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,3.0,7.7,0.06874084,3.5,2.018821854,38.73436811,75.7
132,144,Chad,TCD,2016,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,3.0999999,9.240955353,0.070046969,5.0,3.068475119,38.35901264,74.1
133,137,Chad,TCD,2017,3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,3.3,10.9,0.067924102,6.49999812,2.238589247,42.40996705,72.4
134,131,Chad,TCD,2018,4.301,0.358,0.907,0.053,0.189,0.181,0.06,3.5,10.12151718,0.069131598,8.0,2.339468546,45.12373876,70.7
135,132,Chad,TCD,2019,4.35,0.35,0.766,0.192,0.174,0.198,0.078,3.8,8.4,,9.8,2.187152986,48.06483101,69.0
136,27,Chile,CHL,2015,6.67,1.10715,1.12447,0.85857,0.44132,0.33363,0.12869,100.0,99.714844,4.561654853,76.62959195,1.898487266,129.1440655,6.7
137,24,Chile,CHL,2016,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,100.0,100.0,4.73170736,83.55858602,1.91538872,127.972519,6.5
138,20,Chile,CHL,2017,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,100.0,99.7,4.712395783,82.32748693,1.9358293,124.5944777,6.4
139,25,Chile,CHL,2018,6.476,1.131,1.331,0.808,0.431,0.197,0.061,100.0,100.0,4.624872245,,1.859638618,134.4373213,6.2
140,26,Chile,CHL,2019,6.444,1.159,1.369,0.92,0.357,0.187,0.056,100.0,100.0,,,1.837381841,132.1845598,6.0
141,84,China,CHN,2015,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781,59.900002,100.0,7.124222747,50.3,1.750717767,91.835388,8.3
142,83,China,CHN,2016,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,61.299999,100.0,7.071898486,53.2,1.770695719,96.52661691,7.6
143,79,China,CHN,2017,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,62.299999,100.0,7.174947984,54.3,1.74645507,103.4384208,7.0
144,86,China,CHN,2018,5.246,0.989,1.142,0.799,0.597,0.029,0.103,63.700001,100.0,7.352262682,59.2,1.739533683,115.5258122,6.4
145,93,China,CHN,2019,5.191,1.029,1.125,0.893,0.521,0.058,0.1,64.400002,100.0,,64.56912253,1.727827863,121.7922911,5.9
146,33,Colombia,COL,2015,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512,91.0,98.186898,1.705152834,55.90497251,3.109960084,120.636922,13.4
147,31,Colombia,COL,2016,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,91.900002,98.4,1.738659399,58.13649357,3.071131026,121.8160055,12.9
148,36,Colombia,COL,2017,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,92.699997,98.5,1.555106166,62.25988032,3.209062437,127.2136962,12.5
149,37,Colombia,COL,2018,6.26,0.96,1.439,0.635,0.531,0.099,0.039,93.800003,98.5,1.600650618,64.12637682,3.062105511,129.9086097,12.1
150,43,Colombia,COL,2019,6.125,0.985,1.41,0.841,0.47,0.099,0.034,94.300003,99.7662735,,65.00690072,3.140733964,131.6724442,11.7
151,140,Comoros,COM,2015,3.956,0.23906,0.79273,0.36315,0.22917,0.17441,0.199,5.5999999,74.37182617,0.23153061,7.459161386,,54.64019634,54.4
152,138,Comoros,COM,2016,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,6.0,76.78272247,0.251383552,7.938322771,,57.11331939,53.0
153,142,Comoros,COM,2019,3.973,0.274,0.757,0.505,0.142,0.275,0.078,7.5,84.04824066,,,,67.60224049,48.7
154,12,Costa Rica,CRI,2015,7.226,0.95578,1.23788,0.86027,0.63376,0.25497,0.10583,94.300003,99.409804,1.555343088,59.76295014,0.0,155.4435575,7.7
155,14,Costa Rica,CRI,2016,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,94.699997,99.5,1.649203076,65.88044919,0.0,170.0362804,7.6
156,12,Costa Rica,CRI,2017,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,95.0,99.6,1.652540276,71.58166462,0.0,178.5944273,7.5
157,13,Costa Rica,CRI,2018,7.072,1.01,1.459,0.817,0.632,0.143,0.101,95.300003,99.7,1.652184053,73.47972844,0.0,169.9306983,7.4
158,12,Costa Rica,CRI,2019,7.167,1.034,1.441,0.963,0.558,0.144,0.093,95.5,99.71,,81.20259644,0.0,169.3935546,7.2
159,62,Croatia,HRV,2015,5.759,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243,100.0,100.0,3.968023629,69.84503592,1.783240088,104.3182481,4.2
160,74,Croatia,HRV,2016,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,100.0,100.0,4.058117805,72.69726967,1.621882181,104.888678,4.1
161,77,Croatia,HRV,2017,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,100.0,100.0,4.238057612,67.09619204,1.665301436,103.1730226,4.1
162,82,Croatia,HRV,2018,5.321,1.115,1.161,0.737,0.38,0.12,0.039,100.0,100.0,4.055928762,75.29462599,1.574563806,105.5834549,4.0
163,75,Croatia,HRV,2019,5.432,1.155,1.266,0.914,0.296,0.119,0.022,100.0,100.0,,79.07978368,1.648867463,106.6423198,3.9
164,67,Cyprus,CYP,2015,5.689,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146,100.0,100.0,5.839858672,71.71574092,1.653213363,130.9823176,2.4
165,69,Cyprus,CYP,2016,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,100.0,100.0,6.110124091,75.9002054,1.410825734,132.6368741,2.4
166,65,Cyprus,CYP,2017,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,100.0,100.0,6.188092584,80.74318897,1.583111306,136.1722981,2.3
167,61,Cyprus,CYP,2018,5.762,1.229,1.191,0.909,0.423,0.202,0.035,100.0,100.0,6.079400502,84.43358252,1.780485709,137.0450965,2.3
168,49,Cyprus,CYP,2019,6.046,1.263,1.223,1.042,0.406,0.19,0.041,100.0,100.0,,86.06362996,1.609466806,139.994482,2.3
169,31,Czech Republic,CZE,2015,6.505,1.17898,1.20643,0.84483,0.46364,0.10686,0.02652,100.0,100.0,9.575140818,75.6688387,0.946582096,117.4805076,2.5
170,27,Czech Republic,CZE,2016,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986,100.0,100.0,9.734693175,76.4811987,0.996128103,117.5742832,2.6
171,23,Czech Republic,CZE,2017,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,100.0,100.0,9.761725917,78.71917285,0.956655422,118.7512323,2.6
172,21,Czech Republic,CZE,2018,6.711,1.233,1.489,0.854,0.543,0.064,0.034,100.0,100.0,9.640704998,80.68816754,1.08885095,119.1135078,2.5
173,20,Czech Republic,CZE,2019,6.852,1.269,1.487,0.92,0.457,0.046,0.036,100.0,100.0,,80.86694441,1.160877615,122.5662254,2.4
174,3,Denmark,DNK,2015,7.527,1.32548,1.36058,0.87464,0.64938,0.34139,0.48357,100.0,100.0,5.911867775,96.33050162,1.111446012,124.4441651,3.5
175,1,Denmark,DNK,2016,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453,100.0,100.0,6.176665194,96.96778525,1.147637617,122.300966,3.5
176,2,Denmark,DNK,2017,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,100.0,100.0,5.78145978,97.09936216,1.138233254,124.5728833,3.4
177,3,Denmark,DNK,2018,7.555,1.351,1.59,0.868,0.683,0.284,0.408,100.0,100.0,5.761494164,97.31920437,1.277402227,125.4530064,3.3
178,2,Denmark,DNK,2019,7.6,1.383,1.573,0.996,0.592,0.252,0.41,100.0,100.0,,98.04643475,1.301454919,125.4958526,3.2
179,126,Djibouti,DJI,2015,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,8.3999996,57.66145325,0.590810921,22.9,,34.3930424,54.6
180,98,Dominican Republic,DOM,2015,4.885,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234,89.099998,98.560364,2.280756783,54.21576634,0.643674978,85.56234973,28.8
181,89,Dominican Republic,DOM,2016,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,89.599998,98.9,2.352434731,63.87086474,0.634030553,83.75022036,28.8
182,86,Dominican Republic,DOM,2017,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,90.099998,100.0,2.224840963,67.57124533,0.666063444,83.41139781,28.7
183,83,Dominican Republic,DOM,2018,5.302,0.982,1.441,0.614,0.578,0.12,0.106,90.699997,98.9,2.363757648,74.82204836,0.69399111,84.10208352,28.6
184,77,Dominican Republic,DOM,2019,5.425,1.015,1.401,0.779,0.497,0.113,0.101,91.300003,100.0,,75.8,0.689583104,83.32379175,28.3
185,48,Ecuador,ECU,2015,5.975,0.86402,0.99903,0.79075,0.48574,0.11541,0.1809,94.199997,98.825883,2.511716305,48.94043379,2.616074159,79.84070461,13.2
186,51,Ecuador,ECU,2016,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,94.199997,98.7,2.365516075,54.06292473,2.5147668,84.18035505,12.8
187,44,Ecuador,ECU,2017,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,94.099998,99.2,2.249579931,,2.361263384,87.28679711,12.4
188,48,Ecuador,ECU,2018,5.973,0.889,1.33,0.736,0.556,0.114,0.12,94.099998,98.7,2.3138123,,2.351887153,92.32327021,12.0
189,50,Ecuador,ECU,2019,6.028,0.912,1.312,0.868,0.498,0.126,0.087,93.900002,100.0,,,2.233801969,91.24789005,11.6
190,42,El Salvador,SLV,2015,6.13,0.76454,1.02507,0.67737,0.4035,0.10692,0.11776,84.599998,95.4,1.106698196,26.80260496,1.056819966,147.5723164,13.3
191,46,El Salvador,SLV,2016,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,86.0,96.0,1.128043653,28.99707305,1.023502951,151.6211797,12.8
192,45,El Salvador,SLV,2017,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,87.300003,96.8,0.998728265,33.8207289,1.044469416,148.3697097,12.3
193,40,El Salvador,SLV,2018,6.167,0.806,1.231,0.639,0.461,0.065,0.082,88.400002,97.0,1.060625411,43.8,1.128021932,146.9221022,11.9
194,35,El Salvador,SLV,2019,6.253,0.794,1.242,0.789,0.43,0.093,0.074,89.099998,100.0,,50.49119319,1.173830536,161.1017373,11.5
195,73,Estonia,EST,2015,5.429,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,100.0,100.0,11.68459648,88.4097035,2.011335173,144.7205063,2.4
196,72,Estonia,EST,2016,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,100.0,100.0,11.89399524,87.24023275,2.051844371,144.1630523,2.2
197,66,Estonia,EST,2017,5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,100.0,100.0,12.35782429,88.10245687,2.007733521,144.3413244,2.1
198,63,Estonia,EST,2018,5.739,1.2,1.532,0.737,0.553,0.086,0.174,100.0,100.0,12.103085,89.35700777,2.008665863,145.4384241,1.9
199,55,Estonia,EST,2019,5.893,1.237,1.528,0.874,0.495,0.103,0.161,100.0,100.0,,90.2289282,2.024018821,147.1771541,1.8
200,122,Ethiopia,ETH,2015,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048,4.0999999,29.0,0.127732852,13.85517556,0.705413868,41.96106195,43.2
201,115,Ethiopia,ETH,2016,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,4.5999999,42.9,0.144300199,15.36692386,0.695462177,49.44236323,41.3
202,119,Ethiopia,ETH,2017,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,5.1999998,44.3,0.145300853,18.61805145,0.666369217,37.2180717,39.5
203,127,Ethiopia,ETH,2018,4.35,0.308,0.95,0.391,0.452,0.22,0.146,5.9000001,45.05340195,0.149050931,22.0,0.63901528,,38.0
204,134,Ethiopia,ETH,2019,4.286,0.336,1.033,0.532,0.344,0.209,0.1,6.5999999,48.2716217,,25.0,0.587739944,,36.6
205,6,Finland,FIN,2015,7.406,1.29025,1.31826,0.88911,0.64169,0.23351,0.41372,100.0,100.0,7.814537412,86.42213333,1.449960972,134.9395252,2.0
206,5,Finland,FIN,2016,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,100.0,100.0,8.318012674,87.70364996,1.419652626,131.3291545,2.0
207,5,Finland,FIN,2017,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,100.0,100.0,7.808338601,87.46892907,1.353498604,129.9132285,2.0
208,1,Finland,FIN,2018,7.632,1.305,1.592,0.874,0.681,0.202,0.393,100.0,100.0,8.04275205,88.88996,1.362212408,129.4685668,1.9
209,1,Finland,FIN,2019,7.769,1.34,1.587,0.986,0.596,0.153,0.393,100.0,100.0,,89.60738511,1.347711136,129.2443669,1.9
210,29,France,FRA,2015,6.575,1.27778,1.26038,0.94579,0.55011,0.12332,0.20646,100.0,100.0,4.666086597,78.00603771,1.872258281,103.4564614,3.2
211,32,France,FRA,2016,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,100.0,100.0,4.686612202,79.26981132,1.917282368,104.4897355,3.2
212,31,France,FRA,2017,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,100.0,100.0,4.727575622,80.50245972,1.908642012,106.4394347,3.3
213,23,France,FRA,2018,6.489,1.293,1.466,0.908,0.52,0.098,0.176,100.0,100.0,4.619241205,82.04318678,1.845053399,108.357357,3.4
214,24,France,FRA,2019,6.592,1.324,1.472,1.045,0.436,0.111,0.183,100.0,100.0,,83.33974409,1.845491196,110.6100121,3.4
215,143,Gabon,GAB,2015,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091,85.699997,87.32967377,2.813589432,45.78453653,1.185025608,144.8670371,36.1
216,134,Gabon,GAB,2016,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,86.300003,88.16036987,2.843792613,48.05227375,1.447542623,147.543495,34.6
217,118,Gabon,GAB,2017,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,87.0,86.27,2.276236287,50.32012015,1.810489535,128.9816609,33.7
218,103,Gabon,GAB,2018,4.758,1.036,1.164,0.404,0.356,0.032,0.052,87.599998,89.84184265,2.175272204,59.6,1.548722767,138.2809687,32.5
219,104,Gabon,GAB,2019,4.799,1.057,1.183,0.571,0.295,0.043,0.055,87.900002,90.68525696,,61.0,1.580901717,137.75384,31.5
220,130,Georgia,GEO,2015,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331,79.400002,100.0,2.469615674,47.56975964,2.00294589,137.9343335,9.4
221,126,Georgia,GEO,2016,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,82.0,100.0,2.58886306,58.45928961,2.081640315,137.7647586,9.1
222,125,Georgia,GEO,2017,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,84.599998,100.0,2.583151735,59.7055046,1.969742969,137.2607838,8.8
223,128,Georgia,GEO,2018,4.34,0.853,0.592,0.643,0.375,0.038,0.215,86.199997,99.9,2.538541691,62.7179082,1.897113157,136.380667,8.7
224,119,Georgia,GEO,2019,4.519,0.886,0.666,0.752,0.346,0.043,0.164,88.199997,100.0,,68.84670565,1.749924308,134.6603816,8.4
225,26,Germany,DEU,2015,6.75,1.32792,1.29937,0.89186,0.61477,0.28214,0.21843,100.0,100.0,9.087290939,87.58979935,1.137338427,117.8176431,3.3
226,16,Germany,DEU,2016,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,100.0,100.0,9.073006389,84.16520664,1.149654485,125.8854564,3.3
227,16,Germany,DEU,2017,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,100.0,100.0,8.858293699,84.3941537,1.154049407,132.7148699,3.3
228,15,Germany,DEU,2018,6.965,1.34,1.474,0.861,0.586,0.273,0.28,100.0,100.0,8.558389812,87.03711209,1.171816792,129.3242137,3.2
229,17,Germany,DEU,2019,6.985,1.373,1.454,0.987,0.495,0.261,0.265,100.0,100.0,,88.13451691,1.269146867,128.3570318,3.2
230,114,Ghana,GHA,2015,4.633,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355,20.799999,74.17105103,0.543283052,23.0,0.526514224,125.7069529,38.8
231,124,Ghana,GHA,2016,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,21.4,79.3,0.495401526,28.0,0.38237993,134.4889824,37.4
232,131,Ghana,GHA,2017,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,21.700001,79.0,0.507529429,37.88415262,0.401629021,126.2016214,36.2
233,108,Ghana,GHA,2018,4.657,0.592,0.896,0.337,0.499,0.212,0.029,22.200001,80.4,0.541201382,43.0,0.419660326,137.5171658,35.0
234,98,Ghana,GHA,2019,4.996,0.611,0.868,0.486,0.381,0.245,0.04,22.6,83.5,,53.0,0.441936078,134.3193846,34.0
235,102,Greece,GRC,2015,4.857,1.15406,0.92933,0.88213,0.07699,0.0,0.01397,100.0,100.0,6.285069342,66.83495949,2.466920999,117.8887779,3.8
